date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:47:26	3320/3320	---MCZ	200	added ('OK')	application/javascript	etag:W/%22687a680f-cf8%22	https://static.tildacdn.com/js/tilda-popup-1.0.min.js	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/js/tilda-popup-1.0.min.js	(from https://dubaiplatinumyachts.com/english)
13:47:27	100039/100039	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268f7dc62-186c7%22	https://static.tildacdn.com/js/tilda-forms-1.0.min.js	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/js/tilda-forms-1.0.min.js	(from https://dubaiplatinumyachts.com/english)
13:47:27	68207/68207	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268fb7d6c-10a6f%22	https://static.tildacdn.com/js/tilda-zero-forms-1.0.min.js	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/js/tilda-zero-forms-1.0.min.js	(from https://dubaiplatinumyachts.com/english)
13:47:27	42539/42539	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268ca5563-a62b%22	https://static.tildacdn.com/js/tilda-animation-sbs-1.0.min.js	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/js/tilda-animation-sbs-1.0.min.js	(from https://dubaiplatinumyachts.com/english)
13:47:27	7873/7873	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268f75a18-1ec1%22	https://static.tildacdn.com/js/tilda-zero-scale-1.0.min.js	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/js/tilda-zero-scale-1.0.min.js	(from https://dubaiplatinumyachts.com/english)
13:47:28	3006/3006	---MCZ	200	added ('OK')	application/javascript	etag:W/%22649158e4-bbe%22	https://static.tildacdn.com/js/tilda-zero-fixed-1.0.min.js	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/js/tilda-zero-fixed-1.0.min.js	(from https://dubaiplatinumyachts.com/english)
13:47:28	1879/1879	---MCZ	200	added ('OK')	application/javascript	etag:W/%226530dc3b-757%22	https://static.tildacdn.com/js/tilda-skiplink-1.0.min.js	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/js/tilda-skiplink-1.0.min.js	(from https://dubaiplatinumyachts.com/english)
13:47:28	13439/13439	---MCZ	200	added ('OK')	application/javascript	etag:W/%22686fb37a-347f%22	https://static.tildacdn.com/js/tilda-events-1.0.min.js	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/js/tilda-events-1.0.min.js	(from https://dubaiplatinumyachts.com/english)
13:47:29	333430/333430	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Oct%202025%2009:47:29%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/connect.facebook.net/en_US/fbevents.js	(from https://dubaiplatinumyachts.com/english)
13:47:29	203962/203962	---M--	200	added ('OK')	image/jpeg	etag:%22ee147b81bc8bb08d4c31957d786042eb%22	https://static.tildacdn.com/tild6231-3531-4630-b138-306131663565/_9_1.jpg	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild6231-3531-4630-b138-306131663565/_9_1.jpg	(from https://dubaiplatinumyachts.com/english)
13:47:30	792087/792087	---MCZ	200	added ('OK')	text/html	etag:%22c1617-63d2bb3ee88e1-gzip%22	https://dubaiplatinumyachts.com/	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/dubaiplatinumyachts.com/index.html	(from https://dubaiplatinumyachts.com/english)
13:47:30	1513/1513	---M--	200	added ('OK')	image/jpeg	etag:%22b326cc6235048afbb7bfed9caf2b4632%22	https://static.tildacdn.com/tild3432-6565-4061-a363-303230356664/_2.jpg	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3432-6565-4061-a363-303230356664/_2.jpg	(from https://dubaiplatinumyachts.com/english)
13:47:31	896/896	---MC-	200	added ('OK')	image/jpeg	date:Wed,%2029%20Oct%202025%2009:47:31%20GMT	https://thb.tildacdn.com/tild3432-6565-4061-a363-303230356664/-/resize/20x/_2.jpg	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/thb.tildacdn.com/tild3432-6565-4061-a363-303230356664/-/resize/20x/_2.jpg	(from https://dubaiplatinumyachts.com/english)
13:47:31	2068/2068	---M--	200	added ('OK')	image/png	etag:%22555558d77d8c1f870ea68846196ae7c5%22	https://static.tildacdn.com/tild3635-6462-4436-b165-633365613733/1.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3635-6462-4436-b165-633365613733/1.png	(from https://dubaiplatinumyachts.com/english)
13:47:32	1848487/1848487	---M--	200	added ('OK')	image/png	etag:%22a479e5aa807935cffedf9298d6cf021f%22	https://static.tildacdn.com/tild3531-6133-4461-b630-363534666166/_4.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3531-6133-4461-b630-363534666166/_4.png	(from https://dubaiplatinumyachts.com/english)
13:47:32	72457/72457	---M--	200	added ('OK')	image/png	etag:%22a1602870be9702577a83fe03fffdf250%22	https://static.tildacdn.com/tild3533-6239-4765-a638-636163373535/_.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3533-6239-4765-a638-636163373535/_.png	(from https://dubaiplatinumyachts.com/english)
13:47:32	356/356	---MC-	200	added ('OK')	image/png	date:Wed,%2029%20Oct%202025%2009:47:32%20GMT	https://thb.tildacdn.com/tild3533-6239-4765-a638-636163373535/-/resize/20x/_.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/thb.tildacdn.com/tild3533-6239-4765-a638-636163373535/-/resize/20x/_.png	(from https://dubaiplatinumyachts.com/english)
13:47:32	366/366	---M--	200	added ('OK')	image/png	etag:%229601aa64c736746f1e70c81fd76427ef%22	https://static.tildacdn.com/tild3261-3430-4465-b362-643938633236/photo.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3261-3430-4465-b362-643938633236/photo.png	(from https://dubaiplatinumyachts.com/english)
13:47:32	231/231	---MC-	200	added ('OK')	image/png	date:Wed,%2029%20Oct%202025%2009:47:32%20GMT	https://thb.tildacdn.com/tild3261-3430-4465-b362-643938633236/-/resize/20x/photo.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/thb.tildacdn.com/tild3261-3430-4465-b362-643938633236/-/resize/20x/photo.png	(from https://dubaiplatinumyachts.com/english)
13:47:33	2940/2940	---M--	200	added ('OK')	image/png	etag:%2207648a3b810db277815e366769c0e0c3%22	https://static.tildacdn.com/tild3238-3232-4137-b639-666130386230/photo.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3238-3232-4137-b639-666130386230/photo.png	(from https://dubaiplatinumyachts.com/english)
13:47:33	2521/2521	---M--	200	added ('OK')	image/png	etag:%22c293223e94e61a8f65bd2bf6088c62da%22	https://static.tildacdn.com/tild6536-3439-4639-b266-623937363564/photo.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild6536-3439-4639-b266-623937363564/photo.png	(from https://dubaiplatinumyachts.com/english)
13:47:33	5636/5636	---M--	200	added ('OK')	image/png	etag:%2227fdcace3df5656e69fe3139d8ffed93%22	https://static.tildacdn.com/tild3034-3235-4133-b765-393930376135/photo.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3034-3235-4133-b765-393930376135/photo.png	(from https://dubaiplatinumyachts.com/english)
13:47:34	4333/4333	---M--	200	added ('OK')	image/png	etag:%22f3febe22d7a64a94b55846f2284c7fba%22	https://static.tildacdn.com/tild3732-3061-4438-b931-636237393562/photo.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3732-3061-4438-b931-636237393562/photo.png	(from https://dubaiplatinumyachts.com/english)
13:47:34	2103/2103	---M--	200	added ('OK')	image/png	etag:%2295aa9e56d585edf1a1645c909ec0b5a4%22	https://static.tildacdn.com/tild3236-6365-4666-a533-386366613165/photo.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3236-6365-4666-a533-386366613165/photo.png	(from https://dubaiplatinumyachts.com/english)
13:47:34	1528/1528	---M--	200	added ('OK')	image/png	etag:%22e37ed2bce6e574a669897ac078a5046c%22	https://static.tildacdn.com/tild3263-6232-4434-b438-356533623934/photo.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3263-6232-4434-b438-356533623934/photo.png	(from https://dubaiplatinumyachts.com/english)
13:47:34	738/738	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%222e2-6390c2e1b4351%22	https://dubaiplatinumyachts.com/${bgImg}	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/dubaiplatinumyachts.com/${bgImg}	(from https://dubaiplatinumyachts.com/english)
13:47:36	937390/937390	---MCZ	200	added ('OK')	text/html	etag:%22e4dae-63d2bb47050e7-gzip%22	https://dubaiplatinumyachts.com/luxuryen	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/dubaiplatinumyachts.com/luxuryen.html	(from https://dubaiplatinumyachts.com/english)
13:47:38	1193391/1193391	---MCZ	200	added ('OK')	text/html	etag:%221235af-63d2bb45f551c-gzip%22	https://dubaiplatinumyachts.com/premiumen	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/dubaiplatinumyachts.com/premiumen.html	(from https://dubaiplatinumyachts.com/english)
13:47:39	978494/978494	---MCZ	200	added ('OK')	text/html	etag:%22eee3e-63d2bb44779ec-gzip%22	https://dubaiplatinumyachts.com/standarden	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/dubaiplatinumyachts.com/standarden.html	(from https://dubaiplatinumyachts.com/english)
13:47:39	185/185	---M--	200	added ('OK')	image/png	etag:%227d343a216000d7fd8a8e4c69a39ed3e5%22	https://static.tildacdn.com/tild3464-3261-4330-b633-636639386434/_1.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3464-3261-4330-b633-636639386434/_1.png	(from https://dubaiplatinumyachts.com/english)
13:47:39	185/185	---M--	200	added ('OK')	image/png	etag:%227d343a216000d7fd8a8e4c69a39ed3e5%22	https://static.tildacdn.com/tild3165-6263-4865-b737-616565643466/_2.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3165-6263-4865-b737-616565643466/_2.png	(from https://dubaiplatinumyachts.com/english)
13:47:39	130/130	---MC-	200	added ('OK')	image/png	date:Wed,%2029%20Oct%202025%2009:47:39%20GMT	https://thb.tildacdn.com/tild3165-6263-4865-b737-616565643466/-/resize/20x/_2.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/thb.tildacdn.com/tild3165-6263-4865-b737-616565643466/-/resize/20x/_2.png	(from https://dubaiplatinumyachts.com/english)
13:47:40	325/325	---M--	200	added ('OK')	image/png	etag:%22eef8ac5e5876d00e6c8bb68c91730530%22	https://static.tildacdn.com/tild6531-3439-4061-a264-313264616133/_1.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild6531-3439-4061-a264-313264616133/_1.png	(from https://dubaiplatinumyachts.com/english)
13:47:40	139/139	---MC-	200	added ('OK')	image/png	date:Wed,%2029%20Oct%202025%2009:47:40%20GMT	https://thb.tildacdn.com/tild6531-3439-4061-a264-313264616133/-/resize/20x/_1.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/thb.tildacdn.com/tild6531-3439-4061-a264-313264616133/-/resize/20x/_1.png	(from https://dubaiplatinumyachts.com/english)
13:47:40	520/520	---MC-	200	added ('OK')	image/png	date:Wed,%2029%20Oct%202025%2009:47:40%20GMT	https://thb.tildacdn.com/tild6334-3964-4931-b839-666335613037/-/resize/20x/__1.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/thb.tildacdn.com/tild6334-3964-4931-b839-666335613037/-/resize/20x/__1.png	(from https://dubaiplatinumyachts.com/english)
13:47:41	1199/1199	---M--	200	added ('OK')	image/png	etag:%2275c28be95fbb146b45da67cf0fb4276c%22	https://static.tildacdn.com/tild6334-3964-4931-b839-666335613037/__1.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild6334-3964-4931-b839-666335613037/__1.png	(from https://dubaiplatinumyachts.com/english)
13:47:41	408962/408962	---M--	200	added ('OK')	image/jpeg	etag:%2251b68f71eabc2342a107c1eca56e1cbf%22	https://static.tildacdn.com/tild3830-3762-4561-b135-333935646433/_5.jpg	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3830-3762-4561-b135-333935646433/_5.jpg	(from https://dubaiplatinumyachts.com/english)
13:47:42	520/520	---MC-	200	added ('OK')	image/png	date:Wed,%2029%20Oct%202025%2009:47:42%20GMT	https://thb.tildacdn.com/tild3832-3330-4738-a535-333330316631/-/resize/20x/__1.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/thb.tildacdn.com/tild3832-3330-4738-a535-333330316631/-/resize/20x/__1.png	(from https://dubaiplatinumyachts.com/english)
13:47:42	353746/353746	---M--	200	added ('OK')	image/jpeg	etag:%225960a4f98bd82a94f71480da7e959abd%22	https://static.tildacdn.com/tild6236-6633-4263-a664-393465623238/_4.jpg	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild6236-6633-4263-a664-393465623238/_4.jpg	(from https://dubaiplatinumyachts.com/english)
13:47:42	1199/1199	---M--	200	added ('OK')	image/png	etag:%2275c28be95fbb146b45da67cf0fb4276c%22	https://static.tildacdn.com/tild3832-3330-4738-a535-333330316631/__1.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3832-3330-4738-a535-333330316631/__1.png	(from https://dubaiplatinumyachts.com/english)
13:47:43	408962/408962	---M--	200	added ('OK')	image/jpeg	etag:%2251b68f71eabc2342a107c1eca56e1cbf%22	https://static.tildacdn.com/tild3962-3065-4330-a136-633430333330/_5.jpg	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3962-3065-4330-a136-633430333330/_5.jpg	(from https://dubaiplatinumyachts.com/english)
13:47:43	353746/353746	---M--	200	added ('OK')	image/jpeg	etag:%225960a4f98bd82a94f71480da7e959abd%22	https://static.tildacdn.com/tild6537-3063-4439-a135-633366633232/_4.jpg	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild6537-3063-4439-a135-633366633232/_4.jpg	(from https://dubaiplatinumyachts.com/english)
13:47:43	61/61	---M--	302	error ('Found')	text/plain	date:Wed,%2029%20Oct%202025%2009:47:43%20GMT	https://unpkg.com/scrollbooster@3/dist/scrollbooster.min.js	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/unpkg.com/scrollbooster@3/dist/scrollbooster.min.39.delayed	(from https://dubaiplatinumyachts.com/english)
13:47:43	13323/13323	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2009%20Oct%202025%2014:23:55%20GMT	https://unpkg.com/scrollbooster@3.0.2/dist/scrollbooster.min.js	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/unpkg.com/scrollbooster@3.0.2/dist/scrollbooster.min.js	(from https://dubaiplatinumyachts.com/english)
13:47:44	1101/1101	---M--	200	added ('OK')	image/png	etag:%22acf84b939d25f39b176ef4c96160ad10%22	https://static.tildacdn.com/tild3834-3638-4333-b538-663864613964/whatsapp.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3834-3638-4333-b538-663864613964/whatsapp.png	(from https://dubaiplatinumyachts.com/english)
13:47:44	1096/1096	---M--	200	added ('OK')	image/png	etag:%22fbb094085d64cf6e1b70fb71ce29024a%22	https://static.tildacdn.com/tild3734-6234-4035-a339-633939666234/whatsapp_1.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3734-6234-4035-a339-633939666234/whatsapp_1.png	(from https://dubaiplatinumyachts.com/english)
13:47:45	14677/14677	---M--	200	added ('OK')	image/png	etag:%22b608319a77fd3605abff38b7cfe636e8%22	https://static.tildacdn.com/tild3863-3364-4232-a563-396132336433/_2.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild3863-3364-4232-a563-396132336433/_2.png	(from https://dubaiplatinumyachts.com/english)
13:47:45	890/890	---M--	200	added ('OK')	image/png	etag:%223df164abc77c0f6bbaf7f6ee3c66c802%22	https://static.tildacdn.com/tild6361-3139-4037-b238-363866623535/_1.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild6361-3139-4037-b238-363866623535/_1.png	(from https://dubaiplatinumyachts.com/english)
13:47:45	3533/3533	---M--	200	added ('OK')	image/png	etag:%2247dd256963d88fcff2f5e89d345a5015%22	https://static.tildacdn.com/tild6366-6364-4562-b237-363366636236/Instagram.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild6366-6364-4562-b237-363366636236/Instagram.png	(from https://dubaiplatinumyachts.com/english)
13:47:45	3468/3468	---M--	200	added ('OK')	image/png	etag:%2275df5a14bfda16647f3c4da5f749ed1c%22	https://static.tildacdn.com/tild6663-3231-4266-a461-636364646233/Telegram.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild6663-3231-4266-a461-636364646233/Telegram.png	(from https://dubaiplatinumyachts.com/english)
13:47:45	3447/3447	---M--	200	added ('OK')	image/png	etag:%2211238e21690e8a7f60c3bc0d944e1574%22	https://static.tildacdn.com/tild6465-6235-4038-a436-366363303334/Whatsapp_2.png	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/tild6465-6235-4038-a436-366363303334/Whatsapp_2.png	(from https://dubaiplatinumyachts.com/english)
13:47:46	38144/38144	---MCZ	200	added ('OK')	application/javascript	etag:W/%226900c094-9500%22	https://static.tildacdn.com/js/tilda-phone-mask-1.1.min.js	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/js/tilda-phone-mask-1.1.min.js	(from https://dubaiplatinumyachts.com/english)
13:47:47	256533/256533	---M-Z	200	added ('OK')	application/javascript	etag:%2268fb7acc-18266%22	https://mc.yandex.ru/metrika/tag.js	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/mc.yandex.ru/metrika/tag.js	(from https://dubaiplatinumyachts.com/english)
13:47:49	9690/9690	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268189488-25da%22	https://static.tildacdn.com/js/tilda-stat-1.0.min.js	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/static.tildacdn.com/js/tilda-stat-1.0.min.js	(from https://dubaiplatinumyachts.com/english)
13:47:49	340/340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22154-56d5bbe607fc0%22	https://dubaiplatinumyachts.com/a	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/dubaiplatinumyachts.com/a	(from https://connect.facebook.net/en_US/fbevents.js)
13:47:49	340/340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22154-56d5bbe607fc0%22	https://dubaiplatinumyachts.com/signals/config/	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/dubaiplatinumyachts.com/signals/config/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:47:50	340/340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22154-56d5bbe607fc0%22	https://dubaiplatinumyachts.com/POST	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/dubaiplatinumyachts.com/POST.46.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
13:47:50	340/340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22154-56d5bbe607fc0%22	https://dubaiplatinumyachts.com/signals/plugins/	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/dubaiplatinumyachts.com/signals/plugins/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:47:50	340/340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22154-56d5bbe607fc0%22	https://dubaiplatinumyachts.com/b.resolvedLink	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/dubaiplatinumyachts.com/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
13:47:50	340/340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22154-56d5bbe607fc0%22	https://dubaiplatinumyachts.com/schema.org/	C:/Users/Think%20Centre/volga_work/HTTrack/Dailystar/waterBoat/dubaiplatinumyachts.com/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
